iter	MultiClass
0	1.001381183
1	0.9124375685
2	0.8353198134
3	0.7626456275
4	0.6928367903
5	0.6359793254
6	0.5863758659
7	0.5442146085
8	0.5025753865
9	0.4728601201
10	0.4413155428
11	0.4142956523
12	0.3901472817
13	0.3684660211
14	0.3423208458
15	0.3219739235
16	0.3032766131
17	0.2885744553
18	0.2701090693
19	0.2556857619
20	0.2406316569
21	0.230080621
22	0.2190040876
23	0.2087997567
24	0.1991961193
25	0.1909025512
26	0.1836048622
27	0.1750166063
28	0.165319561
29	0.1592138789
30	0.15079657
31	0.1436139925
32	0.1371388625
33	0.130777311
34	0.1261943079
35	0.1214770563
36	0.1163389035
37	0.1126663131
38	0.1097216403
39	0.1059552427
40	0.1018680471
41	0.09740810719
42	0.09323583421
43	0.09209651575
44	0.08850764224
45	0.08529906383
46	0.08279782063
47	0.08011754195
48	0.0770306344
49	0.07376360565
50	0.0711172126
51	0.06885207126
52	0.06644143509
53	0.06434411241
54	0.06249935425
55	0.06178806349
56	0.06024093198
57	0.05848645846
58	0.05607791987
59	0.05478741246
60	0.05288843014
61	0.05254509267
62	0.0512051825
63	0.04969905822
64	0.04872843522
65	0.04777435275
66	0.04604596178
67	0.04484537065
68	0.04347491855
69	0.04271934915
70	0.04224547932
71	0.04117253034
72	0.03971484159
73	0.03905191926
74	0.03835340027
75	0.03766080616
76	0.0368317873
77	0.03569202167
78	0.03514093923
79	0.03459487451
80	0.03377292747
81	0.0327410959
82	0.03220730353
83	0.03128917341
84	0.03072812132
85	0.02985937966
86	0.02926832495
87	0.028560707
88	0.02776137447
89	0.02733322122
90	0.02660337503
91	0.02626139338
92	0.02557808652
93	0.02530681473
94	0.02469814942
95	0.02435563139
96	0.02385223621
97	0.02354466389
98	0.02296173391
99	0.02248575248
100	0.02196861566
101	0.0217676494
102	0.02129375586
103	0.02103823648
104	0.02058276856
105	0.02015418514
106	0.01979450187
107	0.01938487681
108	0.01899633784
109	0.01873467623
110	0.01854516772
111	0.01818667577
112	0.01784372485
113	0.01755967298
114	0.01723645656
115	0.01691517543
116	0.01662061318
117	0.01633548882
118	0.01606067956
119	0.01578220943
120	0.01551935102
121	0.01532081616
122	0.01507778768
123	0.01482213016
124	0.01458988415
125	0.01437076808
126	0.01415252853
127	0.01397063047
128	0.0137635985
129	0.01356387424
130	0.01336864134
131	0.01320369938
132	0.01301522163
133	0.01283549726
134	0.01266011514
135	0.01254573177
136	0.01239979125
137	0.01231885616
138	0.0121766974
139	0.01201760293
140	0.0118668436
141	0.01174341088
142	0.01161441164
143	0.01147012813
144	0.01133705293
145	0.01120112082
146	0.011125841
147	0.01099563852
148	0.01088205665
149	0.01075544477
150	0.01063328883
151	0.01052977592
152	0.01041339296
153	0.01029961555
154	0.01018203069
155	0.01006973253
156	0.009958591123
157	0.009846353213
158	0.009739517902
159	0.009637831996
160	0.009553762181
161	0.009497486776
162	0.00944019539
163	0.009356989121
164	0.009263673322
165	0.009172949865
166	0.009078375664
167	0.008991251308
168	0.008915793428
169	0.008826925819
170	0.008744566138
171	0.008663765706
172	0.008593352247
173	0.008512460675
174	0.008434882666
175	0.008357812666
176	0.008282169939
177	0.008209718907
178	0.008130895243
179	0.008063043542
180	0.008014998197
181	0.00794713823
182	0.007885005008
183	0.007840439332
184	0.007778639406
185	0.007745384721
186	0.007689006631
187	0.007640734611
188	0.007576904991
189	0.007515980256
190	0.007452750478
191	0.007417770296
192	0.007365608122
193	0.007314219782
194	0.007255862676
195	0.007220349914
196	0.007178277785
197	0.007148842414
198	0.007092919615
199	0.007045023752
200	0.006991058567
201	0.006945409477
202	0.006908678346
203	0.006863139605
204	0.006819633355
205	0.006769556884
206	0.006739345061
207	0.006700527636
208	0.00665021136
209	0.006603859121
210	0.006572879543
211	0.006524446308
212	0.006479852778
213	0.006445014697
214	0.006416433065
215	0.006370184181
216	0.006329995532
217	0.006297491472
218	0.006254569002
219	0.006227597739
220	0.006203644177
221	0.006175159058
222	0.006153589095
223	0.006126516911
224	0.006101725611
225	0.006061373824
226	0.006037404575
227	0.006001785846
228	0.005960548224
229	0.005919282854
230	0.005879509498
231	0.005841410342
232	0.005803820174
233	0.005768059923
234	0.005732001656
235	0.005695537077
236	0.005660402991
237	0.005625713104
238	0.005602533921
239	0.005585315836
240	0.005549842285
241	0.005519131187
242	0.005500069531
243	0.005482917862
244	0.005454377367
245	0.005422030278
246	0.005389531261
247	0.005357965423
248	0.005327648413
249	0.005294341383
250	0.00526388573
251	0.005241470294
252	0.005210884294
253	0.00517964205
254	0.005153449236
255	0.005137267981
256	0.005107082641
257	0.005091366397
258	0.005073896578
259	0.005054965157
260	0.005032036298
261	0.00500907894
262	0.004985005736
263	0.004960189303
264	0.004932789566
265	0.004904654874
266	0.00487835355
267	0.00485234268
268	0.00482901424
269	0.004806598812
270	0.004781348544
271	0.00476463784
272	0.004738502313
273	0.004712526513
274	0.00469385095
275	0.00466959461
276	0.004657291855
277	0.004643082392
278	0.004627706253
279	0.004602857869
280	0.00457938922
281	0.004556248716
282	0.004532928496
283	0.004512587686
284	0.004501197628
285	0.004484557047
286	0.004466299654
287	0.004453574075
288	0.004435526086
289	0.004418912945
290	0.004408323536
291	0.004396126019
292	0.004382865196
293	0.004366828934
294	0.004351588627
295	0.004336901429
296	0.004315606274
297	0.00430481837
298	0.004293011535
299	0.004277829857
300	0.004258799277
301	0.004241313978
302	0.004226705428
303	0.004217417578
304	0.004196560997
305	0.00417958239
306	0.004169253305
307	0.004149905886
308	0.004135125467
309	0.004115658881
310	0.004104225261
311	0.004094317645
312	0.004075073966
313	0.004063586662
314	0.00404764097
315	0.004028355095
316	0.004010268523
317	0.003990988316
318	0.003972253175
319	0.003954679553
320	0.003945277731
321	0.003927837326
322	0.003913055821
323	0.003902292847
324	0.003894537626
325	0.003886016557
326	0.003876333512
327	0.003861787151
328	0.003845110493
329	0.003831217778
330	0.003817287677
331	0.003800992614
332	0.003786573971
333	0.003772452145
334	0.003760879782
335	0.003749332478
336	0.00373350586
337	0.00371829032
